Scanner,Session,Copyright,family,Species,Genus,number,Collection,length,photo,scan lot,symbol,group filename,scan date,Month,Year,kV,uA,Filter,Detector,rotation,Voxel size,slices length,Scan Quality,isolated,fish only ,STL,who uploaded,when uploaded,spec. image,Comments,User1,User2,User3,Backup Drive ,oVert Tag#
Bruker Skyscan 1173,Kolmann,,Belonidae,Nomorhamphus vivipara,Nomorhamphus,385446,USNM,,Y,,Y,NeedlerCan2,5/7/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Nomorhamphus vivipara,Nomorhamphus,385446,USNM,,Y,,U,NeedlerCan2,5/7/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Pseudotylosurus angusticeps,Pseudotylosurus,878505,CUMV,,Y,,X cutout,NeedlerCan4,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Strongylura fluviatilis,Strongylura,78507,CUMV,,Y,,,NeedlerCan4,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Strongylura timucu,Strongylura,75113,CUMV,,Y,,V thick,NeedlerCan4,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Petalichthys capensis,Petalichthys,227650,USNM,,Y,,diamond,NeedlerCan4,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,A. von Hagel,8/14/2017,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Platybelone argalus,Platybelone,405799,USNM,,Y,,circle,NeedlerCan4,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,,,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Strongylura fluviatilis,Strongylura,78507,CUMV,,Y,,V,NeedlerCan5,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,A. von Hagel,8/14/2017,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Strongylura strongylura,Strongylura,78065,CUMV,,Y,,rectangle,NeedlerCan5,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,A. von Hagel,8/14/2017,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Strongylura kreftii,Strongylura,402048,USNM,,Y,,F cutout,NeedlerCan5,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,A. von Hagel,8/14/2017,,,,,,,
Bruker Skyscan 1173,Kolmann,,Belonidae,Pseudotylosurus angusticeps,Pseudotylosurus,878505,CUMV,,Y,,T,NeedlerCan5,5/8/17,5,2017,65,127,1mm Al,2K,0.4,,,,,,,A. von Hagel,8/14/2017,,,,,,,
Bruker Skyscan 1173,P Urban,,Urotrygonidae,Urotrygon microphthalmus,Urotrygon,56809,CAS,,Y,,Z cutout,StingrayCan4,5/9/17,5,2017,65,127,1mm Al,2K,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,P Urban,,Urotrygonidae,Urotrygon microphthalmus,Urotrygon,56809,CAS,,Y,,T cutout,StingrayCan4,5/9/17,5,2017,65,127,1mm Al,2K,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,P Urban,,Urotrygonidae,Urotrygon nana,Urotrygon,213459,CAS,,Y,,U cutout,StingrayCan4,5/9/17,5,2017,65,127,1mm Al,2K,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,P Urban,,Potamotrygonidae,Potamotrygon orbignyi,Potamotrygon,100575,ROM,,Y,,J cutout,StingrayCan4,5/9/17,5,2017,65,127,1mm Al,2K,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,P Urban,,Urotrygonidae,Urotrygon munda,Urotrygon,8111,CAS-SU,,Y,,P cutout,StingrayCan5,5/9/17,5,2017,65,127,1mm Al,2K,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,P Urban,,Urotrygonidae,Urotrygon microphthalmus,Urotrygon,48879,CAS,,Y,,V cutout,StingrayCan5,5/9/17,5,2017,65,127,1mm Al,2K,,,,,,,,,,,,,,,,
Bruker Skyscan 1173,P Urban,,Urotrygonidae,Urotrygon microphthalmus,Urotrygon,48879,CAS,,Y,,X cutout,StingrayCan5,5/9/17,5,2017,65,127,1mm Al,2K,,,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Strongylura marina,Strongylura,125913,USNM,,Y,,,Needlefish can 1,5/9/17,5,2017,75,450,1mm Al,2K,,99,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus gavialoides,Tylosaurus,211805,USNM,,Y,,,Needlefish can 1,5/9/17,5,2017,75,450,1mm Al,2K,,99,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus gavialoides,Tylosaurus,211805,USNM,,Y,,,Needlefish can 1,5/9/17,5,2017,75,450,1mm Al,2K,,99,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus gavialoides,Tylosaurus,211805,USNM,,Y,,,Needlefish can 1,5/9/17,5,2017,75,450,1mm Al,2K,,99,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus gavialoides,Tylosaurus,211805,USNM,,Y,,,Needlefish can 1,5/9/17,5,2017,75,450,1mm Al,2K,,99,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus gavialoides,Tylosaurus,211805,USNM,,Y,,,Needlefish can 1,5/9/17,5,2017,75,450,1mm Al,2K,,99,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus crocodilus crocodilus,Tylosaurus,347836,USNM,,Y,,,Needlefish can 1,5/9/17,5,2017,75,450,1mm Al,2K,,99,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus acus,Tylosaurus,75116,CUMV,,Y,,,Needlefish can 2,5/9/17,5,2017,140,170,1mm Al,2K,,142,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus acus,Tylosaurus,75117,CUMV,,Y,,,Needlefish can 2,5/9/17,5,2017,140,170,1mm Al,2K,,142,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Belonidae,Tylosaurus acus,Tylosaurus,75118,CUMV,,Y,,,Needlefish can 2,5/9/17,5,2017,140,170,1mm Al,2K,,142,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus quoyi,Heterodontus,127762,USNM,,Y,,,H quoyi H mexicanus,5/10/17,5,2017,135,190,1mm Al,2K,,136.9,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus quoyi,Heterodontus,80200,SIO,,Y,,,H quoyi H mexicanus,5/10/17,5,2017,135,190,1mm Al,2K,,136.9,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus mexicanus,Heterodontus,80203,SIO,,Y,,,H quoyi H mexicanus,5/10/17,5,2017,135,190,1mm Al,2K,,136.9,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus quoyi,Heterodontus,80201,SIO,,Y,,,H quoyi H mexicanus,5/11/17,5,2017,135,190,1mm Al,2K,,136.9,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus omanensis,Heterodontus,47592,UW,,Y,,triangle,H_omanensis,5/11/17,5,2017,135,220,1mm Al,2K,,136.9,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus omanensis,Heterodontus,49546,UW,,Y,,ring,H_omanensis,5/11/17,5,2017,135,220,1mm Al,2K,,136.9,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus omanensis,Heterodontus,49548,UW,,Y,,square,H_omanensis,5/11/17,5,2017,135,220,1mm Al,2K,,136.9,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus japonicus,Heterodontus,70380,SIO,,Y,,,H_zebra H_japonicus,5/11/17,5,2017,85,570,1mm Al,2K,,145,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus japonicus,Heterodontus,70380,SIO,,Y,,,H_zebra H_japonicus,5/11/17,5,2017,85,570,1mm Al,2K,,145,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus zebra,Heterodontus,70305,SIO,,Y,,,H_zebra H_japonicus,5/11/17,5,2017,85,570,1mm Al,2K,,145,,,,,,,,,,,,,,
NSI S-Tek5000,M Rivin & Kolmann,,Heterodontidae,Heterodontus zebra,Heterodontus,70305,SIO,,Y,,,H_zebra H_japonicus,5/11/17,5,2017,85,570,1mm Al,2K,,145,,,,,,,,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Furcina osimae,Furcina,57182,CAS,42.23,Y,,F cutout,TBGroup023,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Antipodocottus galatheae,Antipodocottus,17360,SU,42.49,Y,,T,TBGroup023,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Icelus stenosomus,Icelus,57590,CAS,49.11,Y,,Y,TBGroup023,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus miacanthus,Artediellus,22229,SU,37.59,Y,,J cutout,TBGroup023,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus miacanthus,Artediellus,22229,SU,43.79,Y,,V,TBGroup023,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus miacanthus,Artediellus,22229,SU,48.43,Y,,X,TBGroup024,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus miacanthus,Artediellus,22229,SU,52.74,Y,,2,TBGroup024,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stlengis distoechus,Stlengis,94729,USNM,48.49,Y,,K,TBGroup024,5/16/17,5,2017,67,119,1mm Al,2K,0.25,20.9,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stelgistrum stejnegeri,Stelgistrum,237831,CAS,65.75,Y,,N,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stelgistrum stejnegeri,Stelgistrum,237831,CAS,57.93,Y,,F,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stelgistrum stejnegeri,Stelgistrum,237831,CAS,57.79,Y,,T,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Icelus ochotensis,Icelus,68830,SU,64.95,Y,,J,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Asprocottus herzensteini,Asprocottus,90-11,SIO,72.32,Y,,H,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,Willa Summers,8/8/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottus poecilopus,Cottus,044760,UW,73.86,Y,,V,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,Alifaire Noreen,8/22/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottus immaculatus,Cottus,118923,UW,65.48,Y,,L,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottunculus thomsonii,Cottunculus,6607,VIMS,,Y,,,TBGroup025,5/17/17,5,2017,67,119,1mm Al,2K,,29.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Atopocottus tribranchius,Atopocottus,19089,SU,24.6,Y,,T,TBGroup026,5/17/17,5,2017,67,119,1mm Al,2K,,17,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Atopocottus tribranchius,Atopocottus,19089,SU,24.85,Y,,U,TBGroup026,5/17/17,5,2017,67,119,1mm Al,2K,,17,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Atopocottus tribranchius,Atopocottus,19089,SU,27.68,Y,,V,TBGroup026,5/17/17,5,2017,67,119,1mm Al,2K,,17,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Atopocottus tribranchius,Atopocottus,19089,SU,24.65,Y,,F,TBGroup026,5/17/17,5,2017,67,119,1mm Al,2K,,17,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Atopocottus tribranchius,Atopocottus,19089,SU,23.86,Y,,J,TBGroup026,5/17/17,5,2017,67,119,1mm Al,2K,,17,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stelgistrum beringianum,Stelgistrum,22245,SU,32.48,Y,,M,TBGroup026,5/17/17,5,2017,67,119,1mm Al,2K,,17,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stlengis osensis,Stlengis,151449,USNM,34.69,Y,,P,TBGroup026,5/17/17,5,2017,67,119,1mm Al,2K,,17,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Trichodon trichodon,Trichodon,6591,OS,185,N,,None,Ttrichodon185,5/17/17,5,2017,67,119,1mm Al,2K,,35.5,,,,,,A. von Hagel,7/4/2017,,Head only,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Ocynectes maschalis,Ocynectes,27423,CAS,23.94,N,,None,TBGroup027,5/18/17,5,2017,63,119,1mm Al,2K,,7.4,,,,,,,,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Porocottus minutus,Porocottus,44804,UW,20.51,N,,None,TBGroup027,5/18/17,5,2017,63,119,1mm Al,2K,,7.4,,,,,,,,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stlengis distoechus,Stlengis,94729,USNM,52.37,Y,,L,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,Willa Summers,8/8/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Stlengis distoechus,Stlengis,94729,USNM,49.21,Y,,F,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,Willa Summers,8/8/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Ricuzenius nudithorax,Ricuzenius,102104,USNM,62.36,Y,,T,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Abyssocottidae,Abyssocottus korotneffi,Abyssocottus,362049,USNM,53.01,Y,,M,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Abyssocottidae,Abyssocottus korotneffi,Abyssocottus,362049,USNM,53.46,Y,,J,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Abyssocottidae,Abyssocottus korotneffi,Abyssocottus,362049,USNM,47.31,Y,,X,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottus spinulosus,Cottus,103090,USNM,51.66,Y,,C,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Pseudoblennius marmoratus,Pseudoblennius,57184,CAS,36.42,Y,,P,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Meiacanthus atrodorsalis,Meiacanthus,46365,JFBM,47.28,Y,,"""2""",TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Meiacanthus atrodorsalis,Meiacanthus,46365,JFBM,41.63,Y,,U,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Plagiotremus tapeinosoma,Plagiotremus,47028,JFBM,63.65,Y,,heart shape,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Meiacanthus kamoharai,Meiacanthus,46365,JFBM,63.08,Y,,None,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,,,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Aspidontus taeniatus,Aspidontus,46767,JFBM,44.12,Y,,D,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottus caeruleomentum,Cottus,25339,VIMS,66.85,Y,,O,TBGroup028,5/18/17,5,2017,63,119,1mm Al,2K,,28,,,,,,,8/18/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Antipodocottus galatheae,Antipodocottus,42620-7,LACM,43.14,Y,,Y,TBGroup029,5/18/17,5,2017,63,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Antipodocottus galatheae,Antipodocottus,42620-7,LACM,48.8,Y,,F,TBGroup029,5/18/17,5,2017,63,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Radulinus vinculus,Radulinus,21151,LACM,44.23,Y,,P,TBGroup029,5/18/17,5,2017,63,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Meiacanthus atrodorsalis,Meiacanthus,46370,JFBM,33.93,Y,,T,TBGroup029,5/18/17,5,2017,63,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Plagiotremus tapeinosoma,Plagiotremus,47065,JFBM,48.57,Y,,N,TBGroup029,5/18/17,5,2017,63,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Plagiotremus tapeinosoma,Plagiotremus,47065,JFBM,45.58,Y,,M,TBGroup029,5/18/17,5,2017,63,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/13/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Enophrys bison,Enophrys,5915,OS,96.34,Y,,I,TBGroup030,5/19/17,5,2017,63,119,1mm Al,2K,,35.5,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Enophrys bison,Enophrys,5896,OS,106.53,Y,,V,TBGroup030,5/19/17,5,2017,63,119,1mm Al,2K,,35.5,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Furcina ishikawae,Furcina,58402,CAS,53.17,Y,,X,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Furcina ishikawae,Furcina,58402,CAS,48.33,Y,,"""2""",TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Furcina ishikawae,Furcina,58402,CAS,52.23,Y,,D,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Furcina ishikawae,Furcina,58402,CAS,57.54,Y,,I,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Meiacanthus nigrolineatus,Meiacanthus,47173,JFBM,48.99,Y,,L,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Meiacanthus nigrolineatus,Meiacanthus,47173,JFBM,35.91,Y,,N,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus fuscimentus,Artediellus,22230,SU,55.51,Y,,Y,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus fuscimentus,Artediellus,22230,SU,58.38,Y,,T,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus fuscimentus,Artediellus,22230,SU,48.3,Y,,M,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus fuscimentus,Artediellus,22230,SU,50.36,Y,,J,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artediellus fuscimentus,Artediellus,22230,SU,51.82,Y,,V,TBGroup031,5/19/17,5,2017,63,119,1mm Al,2K,,29.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Abyssocottidae,Asprocottus parmiferus,Asprocottus,224055,UMMZ,38,Y,,U,TBGroup032,5/19/17,5,2017,63,119,1mm Al,2K,,18.1,,,,,,,,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Furcina ishikawae,Furcina,58402,CAS,33.85,Y,,X,TBGroup032,5/19/17,5,2017,63,119,1mm Al,2K,,18.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Furcina ishikawae,Furcina,58402,CAS,,Y,,N,TBGroup032,5/19/17,5,2017,63,119,1mm Al,2K,,18.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Plagiotremus rhinorhynchos,Plagiotremus,47086,JFBM,,Y,,J,TBGroup032,5/19/17,5,2017,63,119,1mm Al,2K,,18.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Blenniidae,Meiacanthus kamoharai,Meiacanthus,47060,JFBM,31.55,Y,,M,TBGroup032,5/19/17,5,2017,63,119,1mm Al,2K,,18.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Phasmatocottus ctenopterygius,Phasmatocottus,161413,USNM,42.56,Y,,F,TBGroup032,5/19/17,5,2017,63,119,1mm Al,2K,,18.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Radulinopsis derjavini,Radulinopsis,232096,CAS,36.69,Y,,Y,TBGroup032,5/19/17,5,2017,63,119,1mm Al,2K,,18.1,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Enophrys bison,Enophrys,153,OS,153,Y,,H,TBGroup033,5/20/17,5,2017,75,106,1mm Al,2K,,31.9,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Enophrys bison,Enophrys,153,OS,160,Y,,P,TBGroup033,5/20/17,5,2017,75,106,1mm Al,2K,,31.9,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Artedius harringtoni,Artedius,,,,N,,None,AharPOP,5/21/17,5,2017,55,125,1mm Al,2K,,8.8,,,,,,,,,Isolated left and right propercle bones,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Synchirus gilli,Synchirus,151638,UW,30.59,N,,None,Sgilli,5/21/17,5,2017,45,75,1mm Al,2K,,8.8,,,,,,Jonathan Huie,8/18/2017,,Head only,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottiusculus gonez,Cottiusculus,69887,SU,38.56,Y,,X,TBGroup034_try2,5/21/17,5,2017,67,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottiusculus gonez,Cottiusculus,69887,SU,36.86,Y,,F,TBGroup034_try2,5/21/17,5,2017,67,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottiusculus gonez,Cottiusculus,69887,SU,36.66,Y,,J,TBGroup034_try2,5/21/17,5,2017,67,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Cottiusculus gonez,Cottiusculus,69887,SU,43.2,Y,,V,TBGroup034_try2,5/21/17,5,2017,67,119,1mm Al,2K,,17.4,,,,,,A. von Hagel,7/14/2017,,,,,,,
Bruker Skyscan 1173,TBuser4,,Cottidae,Vellitor minutus,Vellitor,228077,USNM,73.65,Y,,M,TBGroup035_try2,5/22/17,5,2017,70,114,1mm Al,2K,,35.5,,,,,,A. von Hagel,7/14/2017,,,,,,,
